CustomerID,CustomerType,Stage,Tenure,Plan,PaymentMethod,MonthlyCharges,TotalCharges,Churn Status
INF002141,Influencer,1,8,Month-to-Month,UPI,1999,15992,Yes
PR001918,Entrepreneur,0,22,Month-to-Month,Debit Card,1999,43978,Yes
INF002142,Influencer,0,12,Half Yearly,Debit Card,1899,22788,No
STA02088,Startup,0,1,Annual,Debit Card,1799,1799,No
STA02089,Startup,0,2,Annual,Debit Card,1799,3598,No
PR001919,Entrepreneur,1,4,Month-to-Month,UPI,1999,7996,No
STA02090,Startup,0,2,Half Yearly,Debit Card,1899,3798,No
STA02091,Startup,1,8,Month-to-Month,Debit Card,1999,15992,No
STA02092,Startup,1,5,Half Yearly,UPI,1899,9495,No
PR001920,Entrepreneur,1,10,Annual,UPI,1799,17990,Yes
STA02093,Startup,0,4,Half Yearly,Debit Card,1899,7596,No
PR001921,Entrepreneur,0,18,Annual,UPI,1799,32382,No
INF002143,Influencer,0,14,Half Yearly,UPI,1899,26586,Yes
PR001922,Entrepreneur,1,5,Half Yearly,Credit Card,1899,9495,Yes
PR001923,Entrepreneur,0,15,Half Yearly,Debit Card,1899,28485,No
INF002144,Influencer,1,2,Annual,UPI,1799,3598,Yes
STA02094,Startup,0,2,Month-to-Month,Credit Card,1999,3998,No
PR001924,Entrepreneur,1,9,Month-to-Month,Credit Card,1999,17991,No
STA02095,Startup,1,10,Half Yearly,UPI,1899,18990,No
INF002145,Influencer,1,8,Half Yearly,UPI,1899,15192,Yes
INF002146,Influencer,1,4,Half Yearly,Debit Card,1899,7596,Yes
PR001925,Entrepreneur,1,8,Half Yearly,UPI,1899,15192,No
PR001926,Entrepreneur,1,2,Half Yearly,UPI,1899,3798,Yes
STA02096,Startup,0,8,Half Yearly,Debit Card,1899,15192,No
INF002147,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
INF002148,Influencer,1,14,Annual,Credit Card,1799,25186,No
STA02097,Startup,1,2,Half Yearly,UPI,1899,3798,No
INF002149,Influencer,0,5,Month-to-Month,UPI,1999,9995,Yes
PR001927,Entrepreneur,0,8,Month-to-Month,UPI,1999,15992,No
INF002150,Influencer,1,11,Month-to-Month,Credit Card,1999,21989,Yes
STA02098,Startup,0,5,Month-to-Month,UPI,1999,9995,Yes
STA02099,Startup,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA02100,Startup,1,13,Month-to-Month,Credit Card,1999,25987,No
PR001928,Entrepreneur,1,2,Half Yearly,UPI,1899,3798,Yes
STA02101,Startup,0,1,Annual,Credit Card,1799,1799,No
STA02102,Startup,1,9,Annual,UPI,1799,16191,No
PR001929,Entrepreneur,1,14,Annual,UPI,1799,25186,No
STA02103,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
STA02104,Startup,1,4,Month-to-Month,UPI,1999,7996,No
PR001930,Entrepreneur,1,10,Half Yearly,UPI,1899,18990,No
STA02105,Startup,1,6,Month-to-Month,UPI,1999,11994,No
STA02106,Startup,1,9,Half Yearly,Credit Card,1899,17091,No
PR001931,Entrepreneur,0,15,Month-to-Month,UPI,1999,29985,Yes
STA02107,Startup,0,3,Half Yearly,Credit Card,1899,5697,No
PR001932,Entrepreneur,1,1,Annual,UPI,1799,1799,Yes
PR001933,Entrepreneur,0,8,Half Yearly,UPI,1899,15192,No
INF002151,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
INF002152,Influencer,0,7,Annual,Debit Card,1799,12593,Yes
PR001934,Entrepreneur,0,3,Annual,UPI,1799,5397,No
STA02108,Startup,0,2,Annual,Debit Card,1799,3598,No
STA02109,Startup,1,11,Month-to-Month,Credit Card,1999,21989,No
STA02110,Startup,0,7,Half Yearly,Credit Card,1899,13293,No
INF002153,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
STA02111,Startup,1,1,Half Yearly,Debit Card,1899,1899,No
PR001935,Entrepreneur,0,5,Month-to-Month,Debit Card,1999,9995,No
INF002154,Influencer,0,3,Annual,Credit Card,1799,5397,Yes
INF002155,Influencer,1,3,Half Yearly,UPI,1899,5697,Yes
PR001936,Entrepreneur,0,8,Half Yearly,UPI,1899,15192,No
STA02112,Startup,1,16,Month-to-Month,Debit Card,1999,31984,No
PR001937,Entrepreneur,0,7,Annual,UPI,1799,12593,No
STA02113,Startup,0,9,Half Yearly,Credit Card,1899,17091,No
STA02114,Startup,0,9,Annual,Credit Card,1799,16191,No
INF002156,Influencer,0,2,Annual,Credit Card,1799,3598,No
INF002157,Influencer,0,1,Month-to-Month,Debit Card,1999,1999,No
PR001938,Entrepreneur,0,9,Half Yearly,UPI,1899,17091,No
INF002158,Influencer,1,7,Half Yearly,Credit Card,1899,13293,Yes
PR001939,Entrepreneur,1,4,Half Yearly,Credit Card,1899,7596,No
PR001940,Entrepreneur,1,1,Half Yearly,Credit Card,1899,1899,Yes
PR001941,Entrepreneur,0,8,Half Yearly,Debit Card,1899,15192,No
STA02115,Startup,1,4,Month-to-Month,Debit Card,1999,7996,No
INF002159,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA02116,Startup,0,11,Month-to-Month,Credit Card,1999,21989,No
PR001942,Entrepreneur,1,12,Annual,Debit Card,1799,21588,No
STA02117,Startup,0,8,Month-to-Month,Credit Card,1999,15992,No
STA02118,Startup,0,3,Half Yearly,UPI,1899,5697,No
INF002160,Influencer,0,10,Annual,Credit Card,1799,17990,No
PR001943,Entrepreneur,0,11,Annual,UPI,1799,19789,No
STA02119,Startup,0,17,Annual,Credit Card,1799,30583,No
STA02120,Startup,1,15,Annual,Credit Card,1799,26985,No
PR001944,Entrepreneur,0,6,Half Yearly,UPI,1899,11394,No
INF002161,Influencer,1,2,Half Yearly,Credit Card,1899,3798,Yes
INF002162,Influencer,1,7,Half Yearly,Credit Card,1899,13293,Yes
INF002163,Influencer,1,4,Month-to-Month,Credit Card,1999,7996,Yes
PR001945,Entrepreneur,0,4,Half Yearly,Credit Card,1899,7596,No
PR001946,Entrepreneur,0,4,Month-to-Month,UPI,1999,7996,No
INF002164,Influencer,1,11,Annual,UPI,1799,19789,Yes
STA02121,Startup,0,5,Half Yearly,Debit Card,1899,9495,No
INF002165,Influencer,0,24,Annual,Debit Card,1799,43176,No
PR001947,Entrepreneur,1,11,Annual,Debit Card,1799,19789,Yes
INF002166,Influencer,1,6,Annual,UPI,1799,10794,Yes
INF002167,Influencer,1,5,Annual,Credit Card,1799,8995,Yes
STA02122,Startup,0,6,Annual,Debit Card,1799,10794,No
PR001948,Entrepreneur,0,8,Half Yearly,Debit Card,1899,15192,No
INF002168,Influencer,1,3,Half Yearly,UPI,1899,5697,Yes
STA02123,Startup,1,3,Month-to-Month,Debit Card,1999,5997,No
STA02124,Startup,1,5,Annual,Credit Card,1799,8995,No
PR001949,Entrepreneur,0,4,Annual,Credit Card,1799,7196,No
INF002169,Influencer,1,4,Month-to-Month,Credit Card,1999,7996,Yes
PR001950,Entrepreneur,1,11,Annual,Credit Card,1799,19789,No
STA02125,Startup,1,3,Month-to-Month,UPI,1999,5997,No
STA02126,Startup,1,4,Half Yearly,UPI,1899,7596,No
STA02127,Startup,1,9,Half Yearly,UPI,1899,17091,No
PR001951,Entrepreneur,1,4,Month-to-Month,Credit Card,1999,7996,No
PR001952,Entrepreneur,0,6,Half Yearly,UPI,1899,11394,No
INF002170,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
PR001953,Entrepreneur,0,1,Half Yearly,Credit Card,1899,1899,Yes
PR001954,Entrepreneur,0,6,Half Yearly,UPI,1899,11394,No
INF002171,Influencer,1,5,Half Yearly,UPI,1899,9495,Yes
STA02128,Startup,0,1,Half Yearly,Credit Card,1899,1899,No
INF002172,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
PR001955,Entrepreneur,1,19,Month-to-Month,UPI,1999,37981,Yes
INF002173,Influencer,1,7,Half Yearly,UPI,1899,13293,Yes
PR001956,Entrepreneur,1,1,Annual,Credit Card,1799,1799,Yes
STA02129,Startup,0,10,Month-to-Month,UPI,1999,19990,No
INF002174,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF002175,Influencer,0,3,Month-to-Month,UPI,1999,5997,Yes
STA02130,Startup,0,6,Annual,Credit Card,1799,10794,No
STA02131,Startup,1,7,Month-to-Month,UPI,1999,13993,No
PR001957,Entrepreneur,0,2,Month-to-Month,UPI,1999,3998,Yes
STA02132,Startup,1,2,Half Yearly,UPI,1899,3798,No
INF002176,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
INF002177,Influencer,0,12,Half Yearly,Credit Card,1899,22788,No
PR001958,Entrepreneur,0,9,Half Yearly,Credit Card,1899,17091,No
PR001959,Entrepreneur,0,7,Month-to-Month,Credit Card,1999,13993,No
PR001960,Entrepreneur,0,7,Half Yearly,Credit Card,1899,13293,No
STA02133,Startup,0,1,Half Yearly,Debit Card,1899,1899,No
STA02134,Startup,1,6,Month-to-Month,Debit Card,1999,11994,No
STA02135,Startup,0,11,Annual,Credit Card,1799,19789,No
STA02136,Startup,0,12,Annual,Credit Card,1799,21588,No
STA02137,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
INF002178,Influencer,0,7,Month-to-Month,UPI,1999,13993,Yes
PR001961,Entrepreneur,0,13,Month-to-Month,Debit Card,1999,25987,Yes
STA02138,Startup,1,7,Annual,UPI,1799,12593,No
STA02139,Startup,1,9,Month-to-Month,UPI,1999,17991,No
STA02140,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
PR001962,Entrepreneur,0,21,Month-to-Month,Credit Card,1999,41979,No
PR001963,Entrepreneur,0,14,Month-to-Month,UPI,1999,27986,Yes
PR001964,Entrepreneur,0,2,Month-to-Month,UPI,1999,3998,Yes
INF002179,Influencer,0,4,Month-to-Month,Debit Card,1999,7996,Yes
PR001965,Entrepreneur,0,6,Annual,UPI,1799,10794,No
INF002180,Influencer,1,24,Annual,Debit Card,1799,43176,No
STA02141,Startup,0,9,Annual,Credit Card,1799,16191,No
PR001966,Entrepreneur,0,12,Half Yearly,Debit Card,1899,22788,Yes
INF002181,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
PR001967,Entrepreneur,1,2,Annual,Debit Card,1799,3598,Yes
STA02142,Startup,0,4,Month-to-Month,UPI,1999,7996,No
STA02143,Startup,1,24,Annual,Debit Card,1799,43176,No
INF002182,Influencer,0,20,Annual,UPI,1799,35980,No
STA02144,Startup,1,10,Annual,Debit Card,1799,17990,No
INF002183,Influencer,1,5,Annual,Debit Card,1799,8995,Yes
INF002184,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF002185,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
PR001968,Entrepreneur,0,13,Month-to-Month,UPI,1999,25987,Yes
INF002186,Influencer,0,6,Half Yearly,UPI,1899,11394,Yes
INF002187,Influencer,0,4,Month-to-Month,Credit Card,1999,7996,Yes
INF002188,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
INF002189,Influencer,1,5,Month-to-Month,Credit Card,1999,9995,Yes
PR001969,Entrepreneur,1,7,Month-to-Month,Credit Card,1999,13993,No
INF002190,Influencer,0,9,Month-to-Month,Credit Card,1999,17991,Yes
PR001970,Entrepreneur,1,3,Month-to-Month,Debit Card,1999,5997,Yes
PR001971,Entrepreneur,1,1,Annual,Debit Card,1799,1799,Yes
STA02145,Startup,0,3,Annual,UPI,1799,5397,No
STA02146,Startup,1,6,Half Yearly,UPI,1899,11394,No
STA02147,Startup,0,8,Half Yearly,Debit Card,1899,15192,No
INF002191,Influencer,0,4,Month-to-Month,Credit Card,1999,7996,No
INF002192,Influencer,1,16,Annual,Credit Card,1799,28784,No
STA02148,Startup,0,2,Half Yearly,Credit Card,1899,3798,Yes
STA02149,Startup,0,1,Month-to-Month,Credit Card,1999,1999,No
INF002193,Influencer,0,4,Annual,Credit Card,1799,7196,Yes
PR001972,Entrepreneur,0,8,Annual,Credit Card,1799,14392,No
PR001973,Entrepreneur,1,3,Half Yearly,UPI,1899,5697,No
PR001974,Entrepreneur,0,8,Annual,Debit Card,1799,14392,No
PR001975,Entrepreneur,0,3,Annual,Debit Card,1799,5397,No
STA02150,Startup,0,7,Half Yearly,UPI,1899,13293,No
STA02151,Startup,1,7,Annual,Credit Card,1799,12593,No
STA02152,Startup,1,8,Month-to-Month,Credit Card,1999,15992,No
PR001976,Entrepreneur,0,12,Annual,UPI,1799,21588,No
INF002194,Influencer,0,5,Half Yearly,UPI,1899,9495,Yes
STA02153,Startup,1,2,Annual,Debit Card,1799,3598,No
INF002195,Influencer,0,3,Half Yearly,Credit Card,1899,5697,Yes
INF002196,Influencer,0,10,Half Yearly,Credit Card,1899,18990,No
PR001977,Entrepreneur,0,22,Annual,Credit Card,1799,39578,No
PR001978,Entrepreneur,1,1,Month-to-Month,Credit Card,1999,1999,Yes
STA02154,Startup,0,3,Annual,UPI,1799,5397,No
STA02155,Startup,0,2,Month-to-Month,Credit Card,1999,3998,No
PR001979,Entrepreneur,1,12,Annual,Debit Card,1799,21588,No
STA02156,Startup,0,6,Half Yearly,Credit Card,1899,11394,No
INF002197,Influencer,0,12,Month-to-Month,Debit Card,1999,23988,Yes
PR001980,Entrepreneur,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA02157,Startup,0,4,Half Yearly,UPI,1899,7596,No
STA02158,Startup,0,1,Half Yearly,UPI,1899,1899,No
PR001981,Entrepreneur,1,1,Half Yearly,Credit Card,1899,1899,Yes
INF002198,Influencer,1,1,Half Yearly,Credit Card,1899,1899,Yes
PR001982,Entrepreneur,0,1,Month-to-Month,UPI,1999,1999,Yes
INF002199,Influencer,0,5,Half Yearly,Debit Card,1899,9495,Yes
PR001983,Entrepreneur,1,8,Half Yearly,Credit Card,1899,15192,No
PR001984,Entrepreneur,1,3,Half Yearly,UPI,1899,5697,No
PR001985,Entrepreneur,0,3,Month-to-Month,UPI,1999,5997,Yes
PR001986,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,Yes
PR001987,Entrepreneur,0,1,Month-to-Month,UPI,1999,1999,Yes
PR001988,Entrepreneur,1,16,Half Yearly,Credit Card,1899,30384,Yes
STA02159,Startup,0,7,Annual,Credit Card,1799,12593,No
PR001989,Entrepreneur,1,4,Half Yearly,UPI,1899,7596,No
PR001990,Entrepreneur,1,10,Month-to-Month,Debit Card,1999,19990,Yes
PR001991,Entrepreneur,0,8,Half Yearly,UPI,1899,15192,No
PR001992,Entrepreneur,1,19,Half Yearly,Debit Card,1899,36081,No
PR001993,Entrepreneur,1,18,Annual,Credit Card,1799,32382,No
PR001994,Entrepreneur,1,15,Half Yearly,UPI,1899,28485,No
INF002200,Influencer,1,2,Month-to-Month,Debit Card,1999,3998,Yes
PR001995,Entrepreneur,0,9,Month-to-Month,Debit Card,1999,17991,No
INF002201,Influencer,0,9,Month-to-Month,Debit Card,1999,17991,Yes
INF002202,Influencer,0,8,Annual,Debit Card,1799,14392,Yes
INF002203,Influencer,0,3,Month-to-Month,UPI,1999,5997,Yes
PR001996,Entrepreneur,1,10,Month-to-Month,Credit Card,1999,19990,Yes
STA02160,Startup,1,12,Half Yearly,Credit Card,1899,22788,No
STA02161,Startup,0,7,Month-to-Month,Debit Card,1999,13993,No
STA02162,Startup,0,1,Annual,UPI,1799,1799,No
PR001997,Entrepreneur,0,9,Half Yearly,UPI,1899,17091,No
PR001998,Entrepreneur,0,4,Month-to-Month,Credit Card,1999,7996,No
STA02163,Startup,0,1,Half Yearly,Credit Card,1899,1899,No
STA02164,Startup,0,2,Annual,Credit Card,1799,3598,No
PR001999,Entrepreneur,0,2,Annual,Debit Card,1799,3598,Yes
STA02165,Startup,0,14,Month-to-Month,Credit Card,1999,27986,No
INF002204,Influencer,1,6,Annual,Debit Card,1799,10794,Yes
PR002000,Entrepreneur,1,11,Half Yearly,Debit Card,1899,20889,Yes
STA02166,Startup,0,1,Month-to-Month,UPI,1999,1999,No
INF002205,Influencer,1,3,Half Yearly,Debit Card,1899,5697,Yes
INF002206,Influencer,0,2,Month-to-Month,Debit Card,1999,3998,Yes
PR002001,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,Yes
STA02167,Startup,1,5,Half Yearly,Credit Card,1899,9495,No
PR002002,Entrepreneur,1,1,Month-to-Month,Debit Card,1999,1999,Yes
INF002207,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
STA02168,Startup,0,20,Month-to-Month,Credit Card,1999,39980,No
INF002208,Influencer,0,2,Month-to-Month,UPI,1999,3998,Yes
INF002209,Influencer,0,23,Month-to-Month,Credit Card,1999,45977,No
PR002003,Entrepreneur,1,3,Annual,Debit Card,1799,5397,No
STA02169,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
PR002004,Entrepreneur,0,3,Half Yearly,Credit Card,1899,5697,No
STA02170,Startup,1,7,Month-to-Month,Debit Card,1999,13993,No
STA02171,Startup,1,22,Half Yearly,Debit Card,1899,41778,No
STA02172,Startup,1,6,Half Yearly,Credit Card,1899,11394,No
INF002210,Influencer,1,6,Annual,Debit Card,1799,10794,Yes
STA02173,Startup,1,6,Annual,UPI,1799,10794,No
STA02174,Startup,0,6,Annual,UPI,1799,10794,No
INF002211,Influencer,1,8,Month-to-Month,Credit Card,1999,15992,Yes
PR002005,Entrepreneur,0,1,Half Yearly,Credit Card,1899,1899,Yes
PR002006,Entrepreneur,1,7,Half Yearly,Debit Card,1899,13293,No
STA02175,Startup,0,3,Annual,UPI,1799,5397,No
STA02176,Startup,0,1,Month-to-Month,Credit Card,1999,1999,No
INF002212,Influencer,0,24,Annual,Credit Card,1799,43176,No
INF002213,Influencer,1,2,Month-to-Month,Debit Card,1999,3998,Yes
INF002214,Influencer,1,8,Half Yearly,Credit Card,1899,15192,Yes
STA02177,Startup,1,19,Half Yearly,Debit Card,1899,36081,No
PR002007,Entrepreneur,1,7,Annual,UPI,1799,12593,No
INF002215,Influencer,0,7,Half Yearly,UPI,1899,13293,Yes
PR002008,Entrepreneur,1,4,Half Yearly,Debit Card,1899,7596,Yes
STA02178,Startup,1,18,Annual,Credit Card,1799,32382,No
STA02179,Startup,1,4,Half Yearly,Credit Card,1899,7596,Yes
PR002009,Entrepreneur,1,10,Half Yearly,UPI,1899,18990,Yes
PR002010,Entrepreneur,0,14,Month-to-Month,Credit Card,1999,27986,Yes
STA02180,Startup,1,11,Month-to-Month,Debit Card,1999,21989,No
INF002216,Influencer,0,4,Month-to-Month,Debit Card,1999,7996,Yes
PR002011,Entrepreneur,1,17,Annual,UPI,1799,30583,No
STA02181,Startup,0,7,Month-to-Month,Credit Card,1999,13993,No
INF002217,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
PR002012,Entrepreneur,0,14,Half Yearly,Credit Card,1899,26586,No
INF002218,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
STA02182,Startup,1,20,Month-to-Month,UPI,1999,39980,No
PR002013,Entrepreneur,0,9,Annual,Credit Card,1799,16191,No
STA02183,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
STA02184,Startup,1,24,Annual,UPI,1799,43176,No
STA02185,Startup,0,7,Half Yearly,Debit Card,1899,13293,No
PR002014,Entrepreneur,0,6,Half Yearly,Credit Card,1899,11394,No
STA02186,Startup,1,20,Month-to-Month,Credit Card,1999,39980,No
STA02187,Startup,1,8,Half Yearly,Credit Card,1899,15192,No
PR002015,Entrepreneur,0,5,Half Yearly,UPI,1899,9495,No
STA02188,Startup,0,21,Half Yearly,UPI,1899,39879,No
INF002219,Influencer,0,2,Month-to-Month,Debit Card,1999,3998,No
STA02189,Startup,0,9,Annual,Credit Card,1799,16191,No
STA02190,Startup,1,2,Annual,Debit Card,1799,3598,No
INF002220,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF002221,Influencer,0,22,Half Yearly,UPI,1899,41778,No
PR002016,Entrepreneur,1,6,Annual,UPI,1799,10794,No
PR002017,Entrepreneur,1,1,Month-to-Month,Debit Card,1999,1999,Yes
PR002018,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
STA02191,Startup,0,2,Annual,Credit Card,1799,3598,No
STA02192,Startup,1,8,Annual,Credit Card,1799,14392,No
INF002222,Influencer,1,16,Annual,Credit Card,1799,28784,No
INF002223,Influencer,0,22,Annual,Credit Card,1799,39578,No
INF002224,Influencer,1,4,Half Yearly,UPI,1899,7596,Yes
INF002225,Influencer,0,6,Half Yearly,Credit Card,1899,11394,Yes
STA02193,Startup,0,5,Month-to-Month,Credit Card,1999,9995,No
STA02194,Startup,1,3,Month-to-Month,Credit Card,1999,5997,No
STA02195,Startup,0,20,Half Yearly,Credit Card,1899,37980,No
STA02196,Startup,1,4,Half Yearly,UPI,1899,7596,No
STA02197,Startup,1,7,Annual,Debit Card,1799,12593,No
STA02198,Startup,0,1,Month-to-Month,Debit Card,1999,1999,Yes
PR002019,Entrepreneur,0,22,Month-to-Month,Debit Card,1999,43978,No
STA02199,Startup,0,1,Half Yearly,UPI,1899,1899,No
STA02200,Startup,1,8,Annual,UPI,1799,14392,No
STA02201,Startup,0,6,Half Yearly,Debit Card,1899,11394,No
PR002020,Entrepreneur,1,7,Annual,Debit Card,1799,12593,No
PR002021,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF002226,Influencer,1,20,Month-to-Month,Debit Card,1999,39980,No
PR002022,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
STA02202,Startup,1,4,Month-to-Month,Credit Card,1999,7996,No
PR002023,Entrepreneur,0,5,Month-to-Month,Credit Card,1999,9995,No
STA02203,Startup,1,16,Month-to-Month,Credit Card,1999,31984,No
STA02204,Startup,0,1,Half Yearly,UPI,1899,1899,No
PR002024,Entrepreneur,0,5,Half Yearly,Debit Card,1899,9495,No
PR002025,Entrepreneur,0,13,Month-to-Month,Credit Card,1999,25987,Yes
PR002026,Entrepreneur,1,8,Annual,Debit Card,1799,14392,No
STA02205,Startup,1,3,Annual,UPI,1799,5397,No
PR002027,Entrepreneur,1,12,Month-to-Month,Debit Card,1999,23988,Yes
STA02206,Startup,1,2,Half Yearly,Credit Card,1899,3798,No
PR002028,Entrepreneur,0,14,Half Yearly,UPI,1899,26586,Yes
PR002029,Entrepreneur,0,12,Annual,UPI,1799,21588,No
STA02207,Startup,0,10,Annual,UPI,1799,17990,No
PR002030,Entrepreneur,1,11,Half Yearly,Credit Card,1899,20889,No
STA02208,Startup,0,2,Annual,Credit Card,1799,3598,No
PR002031,Entrepreneur,0,5,Annual,Debit Card,1799,8995,No
PR002032,Entrepreneur,1,17,Half Yearly,UPI,1899,32283,No
STA02209,Startup,1,2,Half Yearly,Debit Card,1899,3798,No
PR002033,Entrepreneur,0,10,Half Yearly,Credit Card,1899,18990,No
INF002227,Influencer,0,5,Annual,UPI,1799,8995,Yes
STA02210,Startup,0,4,Month-to-Month,Debit Card,1999,7996,No
STA02211,Startup,0,5,Half Yearly,Debit Card,1899,9495,No
PR002034,Entrepreneur,1,3,Month-to-Month,UPI,1999,5997,No
PR002035,Entrepreneur,0,5,Annual,Credit Card,1799,8995,No
PR002036,Entrepreneur,0,7,Month-to-Month,Debit Card,1999,13993,No
INF002228,Influencer,1,2,Half Yearly,Credit Card,1899,3798,Yes
STA02212,Startup,1,4,Month-to-Month,Debit Card,1999,7996,Yes
PR002037,Entrepreneur,0,19,Month-to-Month,UPI,1999,37981,Yes
PR002038,Entrepreneur,0,6,Annual,Credit Card,1799,10794,No
PR002039,Entrepreneur,0,10,Annual,Debit Card,1799,17990,No
PR002040,Entrepreneur,1,6,Half Yearly,Credit Card,1899,11394,No
STA02213,Startup,1,5,Annual,UPI,1799,8995,No
STA02214,Startup,1,9,Annual,UPI,1799,16191,No
PR002041,Entrepreneur,0,1,Annual,UPI,1799,1799,Yes
PR002042,Entrepreneur,0,8,Half Yearly,Credit Card,1899,15192,No
STA02215,Startup,0,6,Month-to-Month,Debit Card,1999,11994,No
PR002043,Entrepreneur,0,9,Half Yearly,Debit Card,1899,17091,No
PR002044,Entrepreneur,0,7,Month-to-Month,Credit Card,1999,13993,Yes
STA02216,Startup,1,8,Annual,UPI,1799,14392,No
PR002045,Entrepreneur,1,9,Annual,Debit Card,1799,16191,No
STA02217,Startup,0,4,Month-to-Month,Credit Card,1999,7996,No
PR002046,Entrepreneur,0,1,Half Yearly,Credit Card,1899,1899,Yes
INF002229,Influencer,1,12,Month-to-Month,UPI,1999,23988,Yes
INF002230,Influencer,1,4,Half Yearly,UPI,1899,7596,Yes
INF002231,Influencer,0,8,Annual,Credit Card,1799,14392,Yes
STA02218,Startup,1,7,Annual,UPI,1799,12593,No
STA02219,Startup,0,22,Month-to-Month,Debit Card,1999,43978,Yes
INF002232,Influencer,1,3,Annual,Debit Card,1799,5397,Yes
STA02220,Startup,1,1,Annual,UPI,1799,1799,No
PR002047,Entrepreneur,0,14,Annual,Debit Card,1799,25186,No
STA02221,Startup,0,5,Half Yearly,Debit Card,1899,9495,No
STA02222,Startup,0,12,Month-to-Month,UPI,1999,23988,No
PR002048,Entrepreneur,1,2,Half Yearly,UPI,1899,3798,Yes
STA02223,Startup,1,8,Annual,Credit Card,1799,14392,No
PR002049,Entrepreneur,0,2,Month-to-Month,UPI,1999,3998,Yes
PR002050,Entrepreneur,0,14,Annual,Credit Card,1799,25186,No
STA02224,Startup,0,15,Half Yearly,UPI,1899,28485,No
PR002051,Entrepreneur,1,7,Half Yearly,Credit Card,1899,13293,No
PR002052,Entrepreneur,1,6,Annual,UPI,1799,10794,No
STA02225,Startup,0,4,Month-to-Month,Debit Card,1999,7996,No
INF002233,Influencer,1,6,Half Yearly,Credit Card,1899,11394,Yes
STA02226,Startup,0,7,Annual,UPI,1799,12593,No
INF002234,Influencer,1,1,Half Yearly,UPI,1899,1899,Yes
PR002053,Entrepreneur,1,23,Month-to-Month,UPI,1999,45977,No
STA02227,Startup,0,13,Annual,UPI,1799,23387,No
PR002054,Entrepreneur,1,2,Half Yearly,Credit Card,1899,3798,Yes
INF002235,Influencer,1,9,Annual,Debit Card,1799,16191,Yes
PR002055,Entrepreneur,0,5,Month-to-Month,Debit Card,1999,9995,No
INF002236,Influencer,1,3,Annual,UPI,1799,5397,Yes
PR002056,Entrepreneur,0,1,Half Yearly,UPI,1899,1899,Yes
INF002237,Influencer,1,8,Month-to-Month,Credit Card,1999,15992,Yes
PR002057,Entrepreneur,1,2,Half Yearly,Debit Card,1899,3798,Yes
STA02228,Startup,1,5,Half Yearly,UPI,1899,9495,No
PR002058,Entrepreneur,0,12,Annual,UPI,1799,21588,No
STA02229,Startup,1,5,Half Yearly,Credit Card,1899,9495,No
INF002238,Influencer,0,15,Half Yearly,Debit Card,1899,28485,No
PR002059,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
PR002060,Entrepreneur,1,5,Half Yearly,Credit Card,1899,9495,No
STA02230,Startup,0,2,Half Yearly,UPI,1899,3798,No
STA02231,Startup,1,5,Annual,UPI,1799,8995,No
INF002239,Influencer,1,10,Month-to-Month,UPI,1999,19990,Yes
PR002061,Entrepreneur,1,4,Annual,Debit Card,1799,7196,No
PR002062,Entrepreneur,0,10,Annual,Debit Card,1799,17990,No
PR002063,Entrepreneur,0,6,Annual,Credit Card,1799,10794,No
PR002064,Entrepreneur,1,7,Half Yearly,UPI,1899,13293,No
INF002240,Influencer,0,12,Month-to-Month,Credit Card,1999,23988,Yes
PR002065,Entrepreneur,1,5,Annual,UPI,1799,8995,No
INF002241,Influencer,0,7,Month-to-Month,Credit Card,1999,13993,Yes
INF002242,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
INF002243,Influencer,0,6,Month-to-Month,Credit Card,1999,11994,Yes
